name,symbol,price,previousClosePrice,openPrice,bid,ask,lowDayRange,highDayRange,low52WeekRange,high52WeekRange,volume,averageVolume,marketCap,beta,priceEarningsRatio,earningsPerShare,forwardDividend,yieldPercent
vertical aerospace ltd,EVTL,4.6600,"4.6600,4.6600",4.6900,4.7000 x 1000,None,4.3992 , 4.9300,2.7200 , 18.4400,256449,479762,1.046B,N/A,N/A,-2.4250,N/A ,None
edwards lifesciences corp,EW,72.09,"72.59,72.59",72.59,72.04 x 800,None,71.70 , 73.86,69.70 , 131.73,3704175,3141459,44.57B,1.14,30.42,2.37,N/A ,None
eaton vance tax-advantaged bond,EXD,9.85,"9.95,9.95",9.91,9.82 x 800,None,9.67 , 9.88,8.76 , 12.79,33798,22778,96.022M,N/A,4.12,2.39,0.85 ,8.54
eaton vance tax-managed global diversified equit,EXG,7.57,"7.83,7.83",7.72,7.55 x 1000,None,7.50 , 7.73,7.09 , 10.73,1440578,608054,2.311B,N/A,2.50,3.03,0.83 ,10.60
endeavour silver corp,EXK,3.3700,"3.4800,3.4800",3.5100,3.3900 x 4000,None,3.3700 , 3.5598,2.4700 , 5.9500,2610219,2255398,639.05M,1.48,48.14,0.0700,N/A ,None
eagle materials inc,EXP,120.64,"122.07,122.07",121.79,120.30 x 1000,None,119.60 , 123.60,101.98 , 169.15,222106,304201,4.445B,1.28,11.07,10.90,1.00 ,0.82
express inc,EXPR,1.1100,"1.1300,1.1300",1.1100,1.0900 x 2200,None,1.0400 , 1.1300,1.0400 , 4.9300,2928216,2105381,75.754M,1.60,5.05,0.2200,N/A ,None
extra space storage inc,EXR,160.45,"177.89,177.89",168.01,160.85 x 800,None,156.71 , 167.00,156.70 , 228.84,1922934,771826,22.545B,0.55,24.16,6.64,6.00 ,3.37
exterran corp,EXTN,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ford motor company,F,13.30,"13.40,13.40",13.22,13.35 x 4000,None,13.08 , 13.67,10.61 , 25.87,55515843,68319523,53.476B,1.38,4.57,2.91,0.60 ,4.49
ford mtr co. del [f/pb],F-B,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ford motor company 6% notes due december 1 2059,F-C,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
freedom acquisition i [fact.u],FAC.S,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
freedom acquisition i [fact/w],FAC.T,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
figure acquisition corp wt [faca/w],FAC.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
figure acquisition corp i cl a,FACA,9.94,"9.93,9.93",9.87,9.92 x 3200,None,9.91 , 9.94,9.71 , 9.95,45556,112285,408.209M,N/A,28.40,0.35,N/A ,None
freedom acquisition i corp cl a,FACT,9.98,"9.98,9.98",9.97,9.97 x 1000,None,9.98 , 10.00,9.68 , 10.00,35161,107854,430.603M,N/A,49.92,0.20,N/A ,None
first american corp,FAF,49.48,"50.44,50.44",50.22,49.38 x 900,None,49.20 , 50.15,43.54 , 81.54,239928,610618,5.123B,1.23,11.62,4.26,2.08 ,4.12
first trust/aberdeen global opportunity,FAM,5.42,"5.43,5.43",5.39,5.42 x 1000,None,5.40 , 5.45,5.23 , 10.13,21775,29890,54.973M,0.67,N/A,-0.90,0.54 ,9.94
fathom digital manufacturing corp wt [fath.w],FAT.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fathom digital manufacturing corp,FATH,2.4600,"2.5000,2.5000",2.4700,2.4400 x 1000,None,2.4300 , 2.4700,1.7800 , 11.5000,24865,83453,333.603M,N/A,3.42,0.7200,N/A ,None
flagstar bancorp,FBC,37.96,"38.70,38.70",38.82,37.92 x 1000,None,37.92 , 39.00,30.82 , 53.30,2187858,696434,2.024B,1.47,6.60,5.75,0.24 ,0.62
fortune brands home & security,FBHS,58.47,"60.04,60.04",59.84,58.71 x 900,None,58.39 , 60.54,52.95 , 109.23,904655,1284175,7.498B,1.55,10.35,5.65,1.12 ,1.86
fb financial corp,FBK,41.14,"42.11,42.11",42.13,41.21 x 1200,None,41.14 , 42.24,36.09 , 48.03,85781,155825,1.931B,1.01,14.28,2.88,0.52 ,1.24
first bancorp,FBP,15.23,"15.59,15.59",15.52,15.29 x 800,None,15.23 , 15.68,11.94 , 16.62,676361,1497179,2.838B,1.15,10.02,1.52,0.48 ,3.08
franklin bsp realty trust [fbrt/pe],FBR-E,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
franklin bsp realty trust inc,FBRT,13.38,"13.62,13.62",13.51,13.49 x 800,None,13.38 , 13.89,10.34 , 17.20,168875,435232,1.121B,N/A,N/A,-1.73,1.42 ,10.40
franklin covey company,FC,50.94,"50.95,50.95",50.33,51.25 x 900,None,49.99 , 52.42,34.00 , 54.10,46191,63901,705.932M,1.40,49.46,1.03,N/A ,None
fortress capital acquisition corp wt [fcax/w],FCA.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fortress capital acquisition corp [fcax.u],FCA.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fortress capital acquisition corp cl a,FCAX,10.02,"10.00,10.00",10.02,10.02 x 40000,None,10.02 , 10.03,9.71 , 10.04,11698,151068,501M,N/A,26.37,0.38,N/A ,None
first commonwealth financial corp,FCF,14.15,"14.37,14.37",14.37,14.20 x 1200,None,14.15 , 14.49,12.76 , 17.63,281570,439367,1.321B,0.98,10.56,1.34,0.48 ,3.34
fti consulting,FCN,156.62,"153.42,153.42",154.06,157.08 x 1100,None,152.58 , 160.48,132.36 , 190.43,302586,302440,5.392B,0.26,25.14,6.23,N/A ,None
four corners property trust in,FCPT,25.81,"25.71,25.71",25.99,25.83 x 800,None,25.36 , 26.23,22.67 , 30.13,335691,384607,2.105B,0.88,21.33,1.21,1.33 ,5.24
first eagle alternative capital gbc inc,FCRW,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first eagle alternative capital bdc,FCRX,23.25,"23.20,23.20",23.30,22.17 x 1100,None,23.25 , 23.45,21.87 , 28.14,1456,2618,N/A,1.37,163.73,0.14,N/A ,None
senior floating rate ii,FCT,9.88,"9.77,9.77",9.81,9.86 x 800,None,9.73 , 9.90,9.46 , 13.07,117609,95350,256.716M,0.59,14.32,0.69,0.83 ,8.48
freeport-mcmoran inc,FCX,31.71,"32.90,32.90",32.67,31.99 x 800,None,31.64 , 33.38,24.80 , 51.99,14133271,16233331,45.322B,1.95,11.57,2.74,0.60 ,1.82
ft dynamic europe equi,FDEU,10.31,"10.39,10.39",10.35,10.31 x 1200,None,10.27 , 10.43,9.27 , 14.13,72783,55926,177.747M,N/A,4.73,2.18,0.72 ,6.93
fresh del monte produce,FDP,26.41,"26.00,26.00",29.04,26.30 x 1300,None,25.94 , 28.98,22.63 , 33.61,218450,191912,1.263B,0.62,34.30,0.77,0.60 ,2.31
factset research systems inc,FDS,418.76,"426.25,426.25",424.47,420.98 x 900,None,418.76 , 429.70,345.92 , 495.40,136208,253598,15.954B,0.78,40.85,10.25,3.56 ,0.84
firstenergy corp,FE,38.30,"38.42,38.42",38.34,38.50 x 1000,None,38.22 , 39.16,35.32 , 48.85,2215112,4056981,21.898B,0.45,17.41,2.20,1.56 ,4.06
fedex corp,FDX,156.27,"158.19,158.19",156.78,157.56 x 800,None,156.15 , 160.14,141.92 , 266.79,1287571,3705485,40.665B,1.32,11.52,13.57,4.60 ,2.91
four seasons education cayman inc adr,FEDU,8.14,"8.14,8.14",7.65,7.56 x 800,None,7.65 , 8.14,6.42 , 29.40,4,2775,17.288M,0.14,N/A,-7.06,N/A ,None
ft mlp and energy inc,FEI,7.87,"7.94,7.94",7.93,7.89 x 900,None,7.86 , 7.99,6.76 , 8.81,97996,119192,355.951M,N/A,4.92,1.60,0.60 ,7.56
phoenix new media ltd adr,FENG,4.5400,"4.5500,4.5500",4.7100,4.5400 x 1000,None,4.5400 , 4.8100,2.1000 , 9.6600,8399,18460,55.167M,1.11,N/A,-3.1510,N/A ,None
first trust/aberdeen emerging opportunity fund,FEO,8.94,"8.88,8.88",8.88,8.94 x 800,None,8.92 , 8.95,8.35 , 14.70,17577,32806,44.627M,0.69,N/A,-0.84,1.00 ,11.33
ferguson plc,FERG,109.45,"110.10,110.10",109.99,109.92 x 900,None,109.38 , 112.00,99.16 , 183.67,586032,686434,22.785B,1.27,11.41,9.59,2.75 ,2.52
forum energy technologies inc,FET,25.49,"26.09,26.09",25.91,25.22 x 1000,None,25.46 , 26.34,14.71 , 30.99,15620,33431,145.83M,2.97,N/A,-10.99,N/A ,None
futurefuel corp,FF,6.50,"6.68,6.68",6.64,6.52 x 1100,None,6.51 , 6.71,5.77 , 10.63,65329,176900,284.461M,0.54,17.57,0.37,0.24 ,3.51
ft enhanced equity income fund,FFA,15.51,"15.69,15.69",15.71,15.52 x 800,None,15.51 , 15.82,14.36 , 22.15,28075,40565,310.015M,1.12,3.57,4.35,1.26 ,8.04
flaherty crumrine/claymore preferred securities,FFC,15.19,"15.15,15.15",15.10,15.21 x 1000,None,15.09 , 15.41,14.42 , 22.79,95891,141881,725.104M,0.76,9.10,1.67,1.39 ,9.41
specialty finance and financial fund,FGB,3.2300,"3.2700,3.2700",3.3000,3.2500 x 1200,None,3.2300 , 3.2880,2.7300 , 4.3200,34512,47517,46.407M,N/A,46.14,0.0700,0.33 ,10.09
federated investors,FHI,34.66,"35.19,35.19",35.10,34.89 x 900,None,34.74 , 35.30,27.88 , 39.82,394508,628132,3.09B,1.01,12.70,2.73,1.08 ,3.07
first horizon corp,FHN,24.38,"24.41,24.41",24.44,24.39 x 3100,None,24.31 , 24.46,15.00 , 24.55,2913129,3751934,13.08B,0.98,16.93,1.44,0.60 ,2.46
first horizon national corp [fhn/pc],FHN-C,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first horizon national corp [fhn/pb],FHN-B,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first horizon national corp [fhn/pd],FHN-D,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first horizon national corp [fhn/pe],FHN-E,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first horizon corp,FHN-F,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first high-school education group adr,FHS,0.3543,"0.3900,0.3900",0.4289,0.3309 x 3000,None,0.3308 , 0.4318,0.3308 , 2.9500,325337,409312,10.256M,N/A,0.68,0.5200,0.04 ,11.23
fair isaac and company,FICO,445.20,"476.12,476.12",473.52,452.56 x 800,None,445.20 , 476.83,340.48 , 531.03,133257,193773,11.242B,1.21,32.81,13.57,N/A ,None
ft energy infrastruct,FIF,14.36,"14.46,14.46",14.39,14.42 x 1100,None,14.27 , 14.61,12.78 , 16.16,45830,54634,233.165M,N/A,3.88,3.70,0.75 ,5.20
figs inc cl a,FIGS,6.68,"7.13,7.13",7.11,6.87 x 1100,None,6.68 , 7.15,6.34 , 43.48,2237793,4147228,1.105B,N/A,35.16,0.19,N/A ,None
angel oak financial strategies income term trust,FINS,12.80,"12.83,12.83",12.79,12.81 x 1000,None,12.79 , 12.91,12.51 , 17.19,115673,64460,320.804M,0.41,11.64,1.10,1.14 ,8.93
finvolution group adr,FINV,4.4350,"4.4400,4.4400",4.5100,4.4700 x 1800,None,4.3800 , 4.5750,2.6800 , 7.3300,398212,431564,1.265B,0.65,3.96,1.1200,0.20 ,4.72
fidelity national information services,FIS,79.88,"83.04,83.04",82.79,80.92 x 1200,None,79.86 , 83.12,72.37 , 122.06,4522059,4688309,48.565B,0.85,58.31,1.37,1.88 ,2.26
footlocker inc,FL,31.60,"32.20,32.20",32.04,32.06 x 1000,None,31.60 , 32.69,23.85 , 57.76,1216949,2748128,2.948B,1.25,6.38,4.95,1.60 ,4.97
first light acquisition wt [flag/w],FLA.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first light acquisition group cl a,FLAG,9.97,"9.95,9.95",9.97,9.95 x 1300,None,9.97 , 9.97,9.73 , 10.55,4700,92035,286.638M,N/A,N/A,N/A,N/A ,None
flame acquisition corp [flme.u],FLM.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
flaherty & crumrine/claymore total return,FLC,15.36,"15.29,15.29",15.31,15.31 x 1300,None,15.23 , 15.50,14.60 , 24.26,28422,26304,160.06M,0.75,8.73,1.76,1.44 ,9.46
flame acquisition corp [flme/w],FLM.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
flame acquisition corp cl a,FLME,9.94,"9.94,9.94",9.94,9.93 x 1400,None,9.94 , 9.94,9.65 , 10.05,1000,139351,357.219M,N/A,8.72,1.14,N/A ,None
flex lng ltd,FLNG,32.36,"31.85,31.85",32.75,32.73 x 1000,None,32.10 , 33.20,16.65 , 36.99,630678,555245,1.72B,0.28,8.54,3.79,3.00 ,9.74
flowers foods,FLO,28.23,"28.57,28.57",28.55,28.50 x 800,None,28.22 , 28.73,24.15 , 29.73,653590,1245921,5.98B,0.32,27.68,1.02,0.88 ,3.08
spx flow inc,FLOW,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fluor corp,FLR,29.93,"30.97,30.97",30.75,30.41 x 900,None,29.90 , 31.11,19.41 , 31.32,890946,1531025,4.253B,2.41,68.02,0.44,N/A ,None
flowserve corp,FLS,28.03,"27.84,27.84",27.56,28.44 x 800,None,27.46 , 29.02,23.89 , 37.59,1418800,1185679,3.663B,1.61,38.40,0.73,0.80 ,2.87
fleetcor technologies,FLT,179.31,"186.64,186.64",185.70,182.92 x 800,None,179.24 , 186.94,161.69 , 265.30,468563,633650,13.451B,1.24,15.66,11.45,N/A ,None
soar technology acquisition [flya.u],FLY.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
soar technology acquisition wt [flya/w],FLY.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
soar technology acquisition corp cl a,FLYA,10.34,"10.33,10.33",10.34,4.14 x 43500,None,10.34 , 10.34,9.95 , 10.40,4302,31117,317.094M,N/A,N/A,N/A,N/A ,None
firstmark horizon acquisition corp [fmac.u],FMA.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
firstmark horizon acquisition corp [fmac/w],FMA.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
firstmark horizon acquisition corp cl a,FMAC,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fmc corp,FMC,120.33,"119.58,119.58",122.82,122.02 x 900,None,119.00 , 124.50,97.12 , 140.99,1223610,806003,15.157B,N/A,20.09,5.99,2.12 ,1.77
federated premier muni,FMN,9.99,"9.89,9.89",9.86,9.96 x 800,None,9.89 , 10.00,9.74 , 15.74,38887,32085,114.866M,0.39,12.33,0.81,0.49 ,5.04
fiduciary/claymore mlp opportunity fund,FMO,12.12,"12.16,12.16",12.09,0.00 x 3000,None,11.90 , 12.17,9.40 , 12.37,55034,0,85.908M,N/A,2.50,N/A,N/A ,None
fresenius medical care corp adr,FMS,14.15,"13.69,13.69",13.72,14.21 x 1200,None,13.70 , 14.31,12.79 , 35.71,2912596,1169079,8.304B,0.93,9.69,1.46,0.71 ,5.11
fomento economico mexicano s.a.b. de c.v. adr,FMX,72.77,"73.90,73.90",73.73,73.18 x 800,None,72.71 , 74.01,58.73 , 84.33,208044,658806,146.897B,0.47,19.25,3.78,1.69 ,2.28
fabrinet,FN,113.44,"116.27,116.27",115.41,114.99 x 800,None,113.44 , 118.05,74.57 , 126.28,156736,194185,4.135B,0.95,20.93,5.42,N/A ,None
paragon 28 inc,FNA,17.33,"17.41,17.41",17.45,17.73 x 1400,None,17.19 , 18.47,12.35 , 25.41,76362,251740,1.331B,N/A,N/A,-0.37,N/A ,None
first trust/fidac mortgage income fund,FMY,10.95,"11.00,11.00",10.95,10.90 x 1200,None,10.95 , 10.95,10.52 , 13.78,245,5614,46.149M,0.25,57.65,0.19,0.66 ,5.99
f.n.b. corp,FNB,14.13,"14.40,14.40",14.31,14.23 x 1400,None,14.12 , 14.53,10.48 , 14.55,2950827,2243720,4.956B,1.05,12.50,1.13,0.48 ,3.33
fnb corp florida [fnb/pe],FNB-E,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
floor & decor holdings inc,FND,66.19,"71.28,71.28",70.56,67.25 x 1200,None,66.16 , 70.46,59.91 , 145.89,2216575,1488184,7.019B,1.81,24.61,2.69,N/A ,None
fidelity national financial,FNF,38.93,"40.14,40.14",39.90,39.37 x 1000,None,38.85 , 40.26,34.51 , 56.44,802298,1631765,10.757B,1.34,5.39,7.22,1.76 ,4.38
finance of america companies inc cl a,FOA,1.5100,"1.5900,1.5900",1.5500,1.5100 x 1200,None,1.5100 , 1.6500,1.2000 , 5.9900,40281,187393,94.591M,0.57,N/A,-23.3610,N/A ,None
franco nev corp,FNV,120.49,"125.45,125.45",125.82,122.44 x 800,None,120.21 , 126.59,109.70 , 169.32,741487,587368,23.101B,0.55,30.20,3.99,1.28 ,1.04
finance of america companies inc wt,FOA.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
ferro corp,FOE,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
cohen & steers closed-end opportunity fund,FOF,10.77,"10.71,10.71",10.75,10.76 x 1300,None,10.75 , 10.82,9.57 , 14.95,20722,59978,294.758M,N/A,4.47,2.41,1.04 ,9.75
forestar group inc,FOR,11.38,"11.87,11.87",11.77,11.50 x 1000,None,11.36 , 11.83,10.28 , 22.60,56380,107659,566.014M,1.73,3.30,3.45,N/A ,None
shift4 payments inc,FOUR,42.49,"46.18,46.18",45.67,43.25 x 2200,None,42.41 , 45.98,29.39 , 73.92,549725,868059,3.443B,1.53,N/A,-0.43,N/A ,None
forgerock inc cl a,FORG,22.64,"22.67,22.67",22.59,22.66 x 3000,None,22.58 , 22.68,11.94 , 34.12,1229269,1273475,1.93B,N/A,N/A,-0.96,N/A ,None
far peak acquisition corp [fpac.u],FPA.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
far peak acquisition corp wt [fpac/w],FPA.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
far peak acquisition corp cl a,FPAC,9.95,"9.96,9.96",9.95,9.95 x 4000,None,9.95 , 9.96,9.76 , 11.02,92028,137590,694.012M,N/A,17.46,0.57,N/A ,None
ft intermediate durat,FPF,16.30,"16.35,16.35",16.40,16.40 x 800,None,16.29 , 16.57,15.54 , 25.36,192649,156581,991.515M,N/A,4.25,3.83,1.35 ,8.24
five point holdings llc cl a,FPH,2.4400,"2.5400,2.5400",2.5100,2.4500 x 800,None,2.5000 , 2.6050,2.1400 , 7.9880,67316,142143,361.915M,1.44,N/A,-0.0160,N/A ,None
farmland partners inc,FPI,13.85,"14.07,14.07",14.07,13.88 x 800,None,13.79 , 14.14,10.62 , 16.43,170720,421368,772.847M,0.78,51.28,0.27,0.24 ,1.69
ft new opportunities m,FPL,5.96,"6.06,6.06",6.03,6.01 x 1300,None,5.96 , 6.11,5.14 , 6.78,72157,75657,144.716M,N/A,4.97,1.20,0.45 ,7.43
first industrial realty trust,FR,46.53,"47.30,47.30",46.99,46.71 x 800,None,46.38 , 47.77,42.91 , 66.74,576385,1238904,6.294B,0.98,15.61,2.98,1.18 ,2.49
blackrock floating rate income fund,FRA,11.46,"11.43,11.43",11.38,11.48 x 900,None,11.35 , 11.53,10.92 , 14.46,112247,112181,403.761M,0.60,13.64,0.84,0.96 ,8.48
first republic bank,FRC,117.03,"120.35,120.35",119.74,118.57 x 900,None,116.86 , 121.43,109.38 , 222.86,1022853,1166473,21.383B,1.14,14.43,8.11,1.08 ,0.90
first republic bank san francisco [frc/ph],FRC-H,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first republic bank prf perpetual usd dp sh rp1/,FRC-J,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first rep bk san francisco [frc/pi],FRC-I,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first republic bank,FRC-K,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first republic bank [san francisco california],FRC-L,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first republic bank adr,FRC-M,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
first republic bank [ca],FRC-N,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
freyr battery wt [frey/w],FRE.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
freyr battery,FREY,12.58,"13.11,13.11",13.15,12.73 x 900,None,12.53 , 13.17,6.42 , 16.94,985310,2861578,1.468B,0.63,N/A,-1.22,N/A ,None
federal realty investment trust,FRT,99.11,"100.80,100.80",100.42,99.86 x 800,None,98.98 , 101.76,86.43 , 140.51,498948,662484,8.084B,1.14,28.48,3.48,4.32 ,4.29
frontline ltd,FRO,13.19,"13.22,13.22",13.27,13.27 x 900,None,13.06 , 13.63,6.10 , 13.85,3299683,3407762,2.938B,0.20,42.56,0.31,N/A ,None
forest road acquisition corp ii [frxb.u],FRX.S,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
forest road acquisition corp ii cl a,FRXB,9.98,"9.98,9.98",9.93,9.92 x 1300,None,9.93 , 9.98,9.67 , 10.01,24,102051,436.625M,N/A,35.64,0.28,N/A ,None
high income long short fund,FSD,11.04,"11.16,11.16",11.18,11.07 x 900,None,11.04 , 11.18,10.53 , 15.93,65912,83046,369.389M,N/A,5.93,1.86,1.26 ,11.39
fs kkr capital corp,FSK,19.19,"19.35,19.35",19.18,19.18 x 800,None,19.04 , 19.51,16.70 , 23.44,558306,1113704,5.435B,1.43,3.03,6.34,2.44 ,12.71
fastly inc,FSLY,8.09,"8.53,8.53",8.47,8.17 x 1200,None,8.04 , 8.61,7.32 , 58.62,3331291,3399145,986.37M,1.33,N/A,-2.01,N/A ,None
fortuna silver mines,FSM,2.7000,"2.8600,2.8600",2.8600,2.7300 x 36100,None,2.6871 , 2.9000,2.0500 , 5.5200,4292421,4741404,786.939M,1.21,27.00,0.1000,N/A ,None
fusion acquisition corp ii [fsnb.u],FSN.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fusion acquisition corp ii [fsnb/w],FSN.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fusion acquisition corp ii cl a,FSNB,9.93,"9.94,9.94",9.94,9.93 x 1000,None,9.93 , 9.95,9.65 , 9.95,18073,90721,620.625M,N/A,33.10,0.30,N/A ,None
fisker inc,FSR,8.14,"8.29,8.29",8.30,8.16 x 800,None,8.09 , 8.47,6.41 , 23.75,3759265,5822601,2.431B,1.14,N/A,-1.41,N/A ,None
federal signal corp,FSS,46.53,"47.93,47.93",47.75,46.50 x 900,None,46.33 , 47.92,31.86 , 48.88,254132,225631,2.821B,0.94,27.86,1.67,0.36 ,0.75
fast acquisition corp cl a,FST,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fast acquisition corp wt,FST.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fast acquisition corp units,FST.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
franklin universal trust,FT,6.58,"6.66,6.66",6.61,6.59 x 1000,None,6.58 , 6.73,6.13 , 8.79,55573,58285,165.368M,0.67,8.77,0.75,0.51 ,7.66
fortress transn & infras invs [ftai/pa],FTA-A,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fortress transn & infras invs [ftai/pb],FTA-B,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fortress transn & infras invs [ftai/pc],FTA-C,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fortress transn & infras invs,FTAI,17.52,"17.62,17.62",17.44,17.51 x 1200,None,17.34 , 18.11,14.29 , 25.77,294399,505840,1.741B,1.87,N/A,-3.47,1.20 ,6.81
farfetch ltd cl a,FTCH,7.87,"8.40,8.40",8.47,7.92 x 1300,None,7.84 , 8.56,6.52 , 47.30,7737284,10146034,3.001B,2.83,N/A,-1.16,N/A ,None
fintech evolution acquisition units [ftev.u],FTE.U,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fintech evolution acquisition units [ftev/w],FTE.W,None,"None,None",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
fintech evolution acquisition group cl a,FTEV,9.97,"9.98,9.98",9.97,9.95 x 3200,None,9.97 , 9.97,9.64 , 10.29,2011,33779,341.599M,N/A,26.95,0.37,N/A ,None
