name,symbol,price,previousClosePrice,openPrice,bid,ask,lowDayRange,highDayRange,low52WeekRange,high52WeekRange,volume,averageVolume,marketCap,beta,priceEarningsRatio,earningsPerShare,forwardDividend,yieldPercent
deep lake capital acquisition corp cl a,DLCA,10.00,"10.01,10.01",10.01,9.88 x 1100,None,10.00 , 10.01,9.69 , 10.35,32412,41506,258.75M,N/A,19.61,0.51,N/A ,None
draftkings inc,DKNG,15.67,"15.92,15.92",15.75,15.65 x 29200,None,15.22 , 16.03,9.77 , 47.42,21917136,21117932,7.029B,1.84,N/A,-4.05,N/A ,None
deep lake capital acquisition corp,DLCAU,10.00,"10.00,10.00",10.00,10.00 x 1200,None,10.00 , 10.00,9.81 , 10.18,240,2753,N/A,N/A,40.49,0.25,N/A ,None
deep lake capital acquisition corp wt,DLCAW,0.0212,"0.0212,0.0212",0.6917,0.6900 x 900,None,0.0212 , 0.0212,0.0212 , 0.0212,100,N/A,N/A,N/A,N/A,N/A,N/A ,None
dlh holdings corp,DLHC,13.00,"13.25,13.25",13.17,12.90 x 800,None,13.00 , 13.24,11.85 , 21.49,18509,23670,168.497M,1.44,7.98,1.63,N/A ,None
dlocal ltd cl a,DLO,21.86,"21.79,21.79",21.31,21.00 x 800,None,21.09 , 22.02,15.19 , 51.18,910843,1145814,6.47B,N/A,64.29,0.34,N/A ,None
dolphin entertainment inc,DLPN,2.9200,"3.0100,3.0100",2.8300,2.9200 x 1300,None,2.8100 , 2.9860,2.3400 , 11.0600,6981,35876,28.459M,2.36,N/A,-0.8500,N/A ,None
duluth holdings cl b,DLTH,8.61,"8.65,8.65",8.64,7.50 x 800,None,8.52 , 8.74,6.80 , 17.25,38750,102210,287.383M,0.94,13.25,0.65,N/A ,None
dollar tree inc,DLTR,156.00,"153.20,153.20",152.70,156.00 x 900,None,152.00 , 157.50,103.45 , 177.19,1394894,2507478,34.934B,0.69,22.54,6.92,N/A ,None
diamedica therapeutics inc,DMAC,1.2300,"1.2100,1.2100",1.2400,1.2100 x 1800,None,1.2100 , 1.2400,1.1500 , 4.8000,22009,54828,32.525M,2.08,N/A,-0.5940,N/A ,None
deep medicine acquisition corp cl a,DMAQ,10.07,"10.08,10.08",10.08,0.00 x 1300,None,10.07 , 10.08,9.70 , 10.99,57625,22089,165.482M,N/A,N/A,-0.03,N/A ,None
deep medicine acquisition corp rights,DMAQR,0.0700,"0.0700,0.0700",0.0500,0.0500 x 1200,None,0.0500 , 0.0700,0.0500 , 0.0700,36049,N/A,N/A,N/A,N/A,N/A,N/A ,None
gx disruptive materials etf,DMAT,18.36,"18.30,18.30",18.02,9.16 x 800,None,18.02 , 18.47,17.37 , 28.94,6664,1253,3.41M,18.61,N/A,2.12%,None,None
dorchester minerals,DMLP,28.50,"27.67,27.67",27.88,27.50 x 1100,None,27.61 , 28.67,17.10 , 32.61,126169,96701,1.07B,1.21,9.79,2.91,3.50 ,12.64
digimarc corp,DMRC,15.41,"15.80,15.80",15.42,15.30 x 900,None,15.19 , 16.00,12.45 , 53.74,44882,87812,307.748M,1.31,N/A,-2.66,N/A ,None
dermtech inc,DMTK,3.0000,"3.0600,3.0600",3.0400,3.0000 x 1000,None,3.0000 , 3.2100,2.8100 , 30.1100,199380,460967,90.12M,1.96,N/A,-3.1590,N/A ,None
ishares esg advanced msci eafe etf,DMXF,47.88,"48.28,48.28",47.63,24.14 x 1000,None,47.61 , 48.10,44.82 , 71.43,33119,42195,328.09M,48.28,N/A,3.60%,None,None
social capital suvretta holdings corp ii cl a,DNAB,9.94,"9.91,9.91",9.94,9.74 x 800,None,9.90 , 9.94,9.60 , 10.00,623,114271,316.987M,N/A,N/A,N/A,N/A ,None
codex dna inc,DNAY,1.5500,"1.5500,1.5500",1.5500,1.5200 x 800,None,1.4600 , 1.6200,1.4600 , 11.3200,225011,128912,46.616M,N/A,N/A,-1.8430,N/A ,None
social capital suvretta holdings corp iv cl a,DNAD,9.92,"9.93,9.93",9.91,9.75 x 4000,None,9.91 , 9.92,9.60 , 9.98,1601,77517,316.349M,N/A,N/A,N/A,N/A ,None
denali therapeutics inc,DNLI,30.63,"30.73,30.73",30.46,26.50 x 1300,None,30.00 , 31.46,20.24 , 56.08,524327,837876,4.11B,1.54,N/A,-2.34,N/A ,None
krispy kreme inc,DNUT,13.98,"14.00,14.00",13.92,13.80 x 900,None,13.86 , 14.15,11.25 , 19.55,681585,1118848,2.341B,N/A,N/A,-0.12,0.14 ,0.97
docusign inc,DOCU,42.43,"43.16,43.16",42.83,41.50 x 2200,None,42.22 , 44.10,42.13 , 288.14,3742409,4804889,8.519B,1.21,N/A,-0.45,N/A ,None
dogness corp cl a,DOGZ,0.8945,"0.9819,0.9819",0.9210,0.8800 x 900,None,0.8800 , 0.9600,0.8800 , 8.9800,161969,199937,35.131M,0.95,8.94,0.1000,N/A ,None
domo inc cl b,DOMO,16.29,"16.31,16.31",16.12,16.00 x 800,None,15.84 , 16.97,14.00 , 91.92,322638,544232,558.192M,2.44,N/A,-3.59,N/A ,None
brp inc,DOOO,63.72,"63.89,63.89",63.20,63.76 x 800,None,61.64 , 63.98,57.38 , 94.64,41067,55209,5.021B,2.75,10.28,6.20,0.47 ,0.69
dorman products inc,DORM,77.07,"79.79,79.79",78.77,71.00 x 800,None,77.04 , 79.17,73.32 , 122.96,74588,116704,2.421B,0.57,17.80,4.33,N/A ,None
amdocs ltd ord,DOX,80.58,"83.74,83.74",82.91,76.79 x 1000,None,80.28 , 83.14,68.33 , 90.77,544739,602771,9.828B,0.70,18.44,4.37,1.58 ,1.89
douyu international holdings ltd adr,DOYU,0.9830,"1.0000,1.0000",0.9700,0.9600 x 1800,None,0.9611 , 0.9999,0.9000 , 4.0000,200814,1025779,312.087M,0.86,N/A,-0.2790,N/A ,None
dp cap acquisition corp i cl a,DPCS,10.17,"10.17,10.17",10.15,9.97 x 800,None,10.15 , 10.17,9.73 , 10.17,12284,53650,292.387M,N/A,N/A,-0.08,N/A ,None
dp cap acquisition corp i,DPCSU,10.03,"10.23,10.23",10.03,10.10 x 800,None,10.23 , 10.61,9.98 , 10.61,0,284,N/A,N/A,N/A,-0.08,N/A ,None
dp cap acquisition corp i wt,DPCSW,0.0500,"0.0200,0.0200",0.0750,0.0600 x 1100,None,0.0500 , 0.0750,0.0500 , 0.0750,5500,N/A,N/A,N/A,N/A,N/A,N/A ,None
draganfly inc,DPRO,0.6699,"0.6800,0.6800",0.6800,0.6500 x 3200,None,0.6208 , 0.6999,0.5900 , 3.8400,37194,137348,22.636M,0.65,0.63,1.0600,N/A ,None
macondray capital acquisition corp i,DRAY,10.07,"10.06,10.06",10.07,9.91 x 3000,None,10.06 , 10.07,9.75 , 10.18,8100,31817,361.891M,N/A,22.53,0.45,N/A ,None
macondray capital acquisition corp i,DRAYU,10.08,"10.05,10.05",10.05,4.07 x 900,None,10.07 , 10.07,9.87 , 10.59,130,878,N/A,N/A,22.54,0.45,N/A ,None
macondray capital acquisition corp i wt,DRAYW,0.0268,"0.0287,0.0287",N/A,N/A x N/A,None,0.0205 , 0.0300,0.0205 , 0.0300,17375,N/A,N/A,N/A,N/A,N/A,N/A ,None
direct digital holdings inc cl a,DRCT,2.7900,"2.8600,2.8600",2.9888,2.7900 x 900,None,2.7900 , 2.9888,1.1600 , 5.4900,12479,430970,8.825M,N/A,N/A,-0.7600,N/A ,None
direct digital holdings inc wt,DRCTW,0.3000,"0.3000,0.3000",0.3000,0.2700 x 1400,None,0.3000 , 0.3000,0.3000 , 0.3000,8,N/A,N/A,N/A,0.11,N/A,N/A ,None
dario health corp,DRIO,4.0200,"4.1400,4.1400",4.0800,4.0200 x 800,None,4.0100 , 4.2161,3.6600 , 19.3750,89013,203962,93.646M,1.22,N/A,-4.4680,N/A ,None
gx autonomous & electric vehicles etf,DRIV,20.63,"20.77,20.77",20.42,20.40 x 900,None,20.36 , 20.85,18.91 , 32.37,82153,175804,818.54M,20.91,N/A,0.66%,None,None
dermata therapeutics inc wt,DRMAW,0.0589,"0.0248,0.0248",1.3400,1.0700 x 1300,None,0.0586 , 0.0590,0.0586 , 0.0590,2227,N/A,N/A,N/A,N/A,N/A,N/A ,None
dermata therapeutics inc,DRMA,0.6600,"0.6500,0.6500",0.6100,0.6400 x 1800,None,0.6100 , 0.6790,0.4350 , 6.9000,282072,345326,6.667M,N/A,N/A,-1.8510,N/A ,None
durect corp,DRRX,0.5737,"0.5576,0.5576",0.5500,0.5714 x 1300,None,0.5500 , 0.5797,0.3600 , 1.3100,119477,295298,130.685M,1.31,N/A,-0.1620,N/A ,None
alpha tau medical ltd cl a,DRTS,4.2600,"4.3600,4.3600",4.4200,1.7100 x 1100,None,4.0700 , 4.5000,3.9100 , 20.6500,30870,52137,293.988M,N/A,N/A,-0.9770,N/A ,None
alpha tau medical ltd wt,DRTSW,0.3100,"0.3254,0.3254",0.3254,0.2001 x 2900,None,0.3100 , 0.3254,0.3100 , 0.3254,5811,N/A,N/A,N/A,N/A,N/A,N/A ,None
dirtt environmental solutions ltd,DRTT,0.4079,"0.4150,0.4150",0.4377,0.3900 x 1000,None,0.4000 , 0.4504,0.3020 , 3.0200,103884,78812,38.145M,1.99,N/A,-0.7530,N/A ,None
bright minds biosciences inc,DRUG,0.9050,"0.9326,0.9326",0.9138,0.9050 x 4000,None,0.9000 , 0.9258,0.7500 , 8.9500,182525,12472165,13.765M,N/A,N/A,-1.0350,N/A ,None
driven brands holdings inc,DRVN,30.54,"30.81,30.81",30.64,28.60 x 800,None,30.29 , 31.07,24.62 , 35.45,623939,701520,5.169B,N/A,72.71,0.42,N/A ,None
diversey holdings ltd,DSEY,4.6000,"4.8000,4.8000",3.9500,4.6100 x 4000,None,3.9500 , 5.0100,3.9500 , 18.0000,1420256,739779,1.492B,N/A,N/A,-0.3830,N/A ,None
design therapeutics inc,DSGN,15.49,"15.50,15.50",15.13,15.20 x 900,None,15.13 , 15.63,9.61 , 26.30,308695,319446,864.464M,N/A,N/A,-0.78,N/A ,None
distribution solutions group inc,DSGR,34.48,"29.90,29.90",32.65,13.66 x 1000,None,31.84 , 35.62,25.66 , 57.80,54835,60239,679.673M,N/A,49.97,0.69,N/A ,None
descartes sys group,DSGX,66.81,"67.34,67.34",66.51,66.89 x 800,None,66.20 , 67.83,56.19 , 91.39,235765,165565,5.669B,0.98,64.24,1.04,N/A ,None
daseke inc,DSKE,5.49,"5.57,5.57",5.56,5.00 x 800,None,5.40 , 5.69,4.69 , 13.17,335667,349312,348.644M,1.97,6.95,0.79,N/A ,None
viant technology inc,DSP,4.9100,"4.6700,4.6700",4.6800,3.5000 x 1300,None,4.6800 , 4.9500,3.8500 , 13.3100,23745,69176,301.16M,N/A,N/A,-0.6070,N/A ,None
the de-spac etf,DSPC,6.40,"6.40,6.40",6.66,3.20 x 900,None,6.40 , 6.40,6.11 , 26.20,2,315,646.61k,6.39,N/A,0.94%,None,None
deswell inds inc,DSWL,3.1600,"3.2000,3.2000",3.1800,3.1600 x 800,None,3.1500 , 3.2100,3.0000 , 5.2000,33635,8485,50.355M,0.36,6.20,0.5100,0.20 ,6.23
davidstea inc,DTEA,0.7803,"0.7852,0.7852",0.7716,0.7802 x 1200,None,0.7716 , 0.7900,0.6700 , 4.6900,14161,51590,21.419M,2.83,0.62,1.2500,N/A ,None
digital transformation opportunities cl a,DTOC,9.94,"9.93,9.93",9.95,3.98 x 3000,None,9.94 , 9.95,9.66 , 10.30,2301,58635,414.374M,N/A,58.47,0.17,N/A ,None
precision biosciences inc,DTIL,1.4000,"1.3900,1.3900",1.3500,1.3600 x 2200,None,1.3300 , 1.4000,1.1100 , 10.8800,322540,1033873,155.145M,1.50,N/A,-0.6700,N/A ,None
digital transformation opportunities,DTOCU,9.95,"9.94,9.94",9.93,3.98 x 1400,None,9.93 , 9.95,9.74 , 9.96,2272,3754,N/A,N/A,33.84,0.29,N/A ,None
digital transformation opportunities corp wt,DTOCW,0.0800,"0.0800,0.0800",N/A,N/A x N/A,None,0.0800 , 0.0800,0.0800 , 0.0800,40,N/A,N/A,N/A,N/A,N/A,N/A ,None
dtrt health acquisition corp cl a,DTRT,10.21,"10.22,10.22",10.22,0.00 x 38500,None,10.21 , 10.22,9.90 , 10.55,145552,32879,293.538M,N/A,N/A,N/A,N/A ,None
dtrt health acquisition corp,DTRTU,10.27,"10.30,10.30",10.32,4.22 x 1000,None,10.27 , 10.27,10.00 , 11.08,1,2234,N/A,N/A,N/A,N/A,N/A ,None
dtrt health acquisition corp wt,DTRTW,0.2500,"0.2598,0.2598",0.2600,0.1800 x 800,None,0.2500 , 0.2500,0.2500 , 0.2500,10021,N/A,N/A,N/A,N/A,N/A,N/A ,None
datasea inc,DTSS,1.4000,"1.3800,1.3800",1.4300,1.3800 x 1000,None,1.3800 , 1.4300,1.0640 , 3.6500,17127,124032,34.124M,0.42,N/A,-0.2580,N/A ,None
data storage corp,DTST,2.0259,"2.0000,2.0000",1.9800,1.9900 x 1000,None,1.9090 , 2.0349,1.9090 , 4.9900,28295,23246,13.821M,0.84,33.76,0.0600,N/A ,None
data storage corp wt,DTSTW,0.1275,"0.1301,0.1301",1.0100,1.0000 x 3100,None,0.1275 , 0.1301,0.1275 , 0.1301,0,N/A,N/A,N/A,N/A,N/A,N/A ,None
duet acquisition corp cl a,DUET,9.98,"9.98,9.98",9.98,9.91 x 900,None,9.98 , 9.98,9.78 , 10.45,0,7826,99.626M,N/A,N/A,N/A,N/A ,None
duet acquisition corp,DUETU,9.99,"9.99,9.99",9.99,0.00 x 800,None,9.99 , 9.99,9.91 , 10.30,100,5668,N/A,N/A,N/A,N/A,N/A ,None
duet acquisition corp wt,DUETW,0.0300,"0.0300,0.0300",0.0300,0.0275 x 1100,None,0.0300 , 0.0300,0.0300 , 0.0300,0,N/A,N/A,N/A,N/A,N/A,N/A ,None
dune acquisition corp cl a,DUNE,9.74,"9.76,9.76",9.74,0.00 x 800,None,9.74 , 9.74,9.67 , 12.16,103,9328,53.517M,N/A,15.97,0.61,N/A ,None
dune acquisition corp wt,DUNEW,0.0200,"0.0201,0.0201",0.8512,0.8310 x 1000,None,0.0200 , 0.0200,0.0200 , 0.0200,4717,N/A,N/A,N/A,N/A,N/A,N/A ,None
fangdd network group ltd adr,DUO,1.0800,"1.2500,1.2500",1.2800,1.0600 x 900,None,1.0500 , 1.2800,0.6000 , 19.5000,117582,480265,5.967M,0.30,N/A,-32.4510,N/A ,None
duolingo inc cl a,DUOL,82.35,"79.89,79.89",79.02,82.35 x 1200,None,78.61 , 83.50,60.50 , 175.01,231832,412815,3.264B,N/A,N/A,-1.97,N/A ,None
duos technologies group inc,DUOT,3.3300,"3.2500,3.2500",3.5800,1.3300 x 800,None,3.2700 , 3.5800,3.1000 , 7.2900,1591,5954,23.462M,0.83,N/A,-1.9880,N/A ,None
brandywineglobal - dynamic us large cap value et,DVAL,12.44,"12.67,12.67",12.34,6.34 x 3200,None,12.29 , 12.49,12.29 , 12.90,345987,91350,N/A,N/A,N/A,N/A,N/A ,None
dynavax technologies,DVAX,11.17,"11.27,11.27",11.11,11.16 x 1800,None,11.00 , 11.45,7.26 , 21.39,1375358,2206887,1.413B,1.32,7.11,1.57,N/A ,None
ft momentum & value etf,DVLU,22.37,"22.50,22.50",22.91,22.37 x 1400,None,22.25 , 22.39,20.33 , 26.49,2064,4720,19.37M,22.48,N/A,2.03%,None,None
ft momentum & low volatility etf,DVOL,25.69,"25.72,25.72",25.44,12.87 x 1000,None,25.44 , 25.84,23.38 , 31.89,7790,22751,81.45M,25.71,N/A,1.20%,None,None
select dividend ishares etf,DVY,116.32,"116.51,116.51",115.50,115.75 x 800,None,114.85 , 116.91,105.59 , 133.33,762698,820081,19.51B,116.58,2.91,3.68%,None,None
digital world acquisition corp cl a,DWAC,16.33,"16.21,16.21",16.44,16.33 x 900,None,16.08 , 16.66,15.20 , 101.87,558078,974507,607.716M,N/A,N/A,-0.14,N/A ,None
digital world acquisition corp units,DWACU,18.40,"19.35,19.35",18.60,17.00 x 1100,None,18.40 , 18.60,16.64 , 115.00,1045,2790,N/A,N/A,N/A,-0.14,N/A ,None
digital world acquisition corp wt,DWACW,3.9400,"4.0000,4.0000",4.1800,3.8700 x 1300,None,3.8000 , 4.1400,3.8000 , 4.1400,90871,N/A,N/A,N/A,N/A,-0.1360,N/A ,None
dwa smallcap momentum invesco etf,DWAS,74.75,"74.83,74.83",74.37,70.79 x 1100,None,74.00 , 75.36,64.87 , 100.69,24758,31728,343.39M,74.68,N/A,0.77%,None,None
advisorshares fsm all cap world etf,DWAW,30.33,"30.56,30.56",30.29,30.30 x 900,None,30.29 , 30.52,27.81 , 40.05,98846,5176,82.6M,30.54,N/A,1.96%,None,None
advisorshares dorsey wright alpha ew etf,DWEQ,19.96,"19.90,19.90",19.92,9.96 x 900,None,19.96 , 19.96,18.67 , 31.13,0,2070,39.94M,19.88,N/A,2.05%,None,None
advisorshares d.w. micro-cap etf,DWMC,32.38,"32.00,32.00",32.25,16.01 x 800,None,32.24 , 32.38,28.07 , 42.54,126,1857,6.03M,32.13,N/A,0.55%,None,None
ft dorsey wright people's portfolio etf,DWPP,26.74,"26.78,26.78",26.74,0.00 x 2200,None,26.71 , 26.74,26.36 , 35.72,10,1462,3.96M,26.79,N/A,1.04%,None,None
advisorshares d.w. short etf,DWSH,10.52,"10.41,10.41",10.51,10.50 x 1000,None,10.46 , 10.69,8.09 , 11.49,45280,148584,56.28M,10.42,N/A,0.00%,None,None
advisorshares dorsey wright fsm us core etf,DWUS,31.99,"32.12,32.12",32.16,16.07 x 1000,None,31.99 , 32.16,30.07 , 40.96,300,2429,72.67M,32.24,N/A,0.47%,None,None
dawson geophscl,DWSN,2.0600,"1.9500,1.9500",1.9600,0.7960 x 900,None,1.9600 , 2.0600,1.0800 , 2.6900,3792,9560,49.053M,1.13,N/A,-1.1110,N/A ,None
dexcom inc,DXCM,112.60,"115.95,115.95",114.79,112.80 x 1200,None,112.41 , 117.33,66.89 , 164.86,3182414,2804056,43.493B,1.04,255.91,0.44,N/A ,None
wisdomtree germany hedged equity fund,DXGE,31.57,"30.16,30.16",30.01,15.08 x 1000,None,30.01 , 31.57,27.65 , 37.11,419,1043,21.12M,30.58,N/A,4.93%,None,None
wisdomtree japan hedged smallcap equity fund,DXJS,44.95,"44.62,44.62",44.47,40.26 x 1200,None,44.50 , 44.95,39.91 , 45.61,2260,2285,21.97M,45.13,N/A,3.19%,None,None
destination xl group,DXLG,6.65,"6.53,6.53",6.50,6.63 x 1100,None,6.29 , 6.85,3.27 , 8.99,568591,730812,410.679M,1.52,4.82,1.38,N/A ,None
dxp enterprise,DXPE,28.17,"28.39,28.39",28.01,28.14 x 1000,None,27.61 , 28.73,22.09 , 36.26,31498,83198,530.912M,1.98,14.90,1.89,N/A ,None
daxor corp,DXR,12.20,"11.98,11.98",11.85,11.25 x 1000,None,11.62 , 12.20,9.52 , 14.55,3414,4112,49.308M,-0.78,11.09,1.10,N/A ,None
the dixie group,DXYN,1.1700,"1.2000,1.2000",1.2200,1.1500 x 800,None,1.1700 , 1.2510,0.9300 , 6.9800,36830,45678,18.94M,2.47,11.70,0.1000,N/A ,None
dyadic international,DYAI,2.3200,"2.3100,2.3100",2.2800,0.9430 x 1000,None,2.2600 , 2.3300,1.5800 , 4.9800,10116,34815,65.942M,0.43,N/A,-0.4380,N/A ,None
dynatronics cp,DYNT,0.4203,"0.4163,0.4163",0.4299,0.4202 x 4000,None,0.4201 , 0.4400,0.4100 , 1.5900,59617,29200,7.81M,0.25,42.03,0.0100,N/A ,None
dyne therapeutics inc,DYN,11.27,"10.28,10.28",10.32,9.73 x 900,None,10.08 , 11.33,4.30 , 16.39,192528,277893,583.396M,0.16,N/A,-3.11,N/A ,None
dasan zhone solutions inc,DZSI,14.03,"12.64,12.64",12.36,13.50 x 800,None,12.36 , 14.13,10.59 , 19.95,108783,110676,391.35M,1.34,N/A,-0.53,N/A ,None
electronic arts inc,EA,126.62,"128.66,128.66",127.51,126.62 x 1000,None,126.57 , 129.37,109.24 , 146.72,2291900,1943317,35.206B,0.84,40.07,3.16,0.76 ,0.60
edify acquisition corp cl a,EAC,9.94,"9.95,9.95",9.95,9.94 x 4000,None,9.94 , 9.96,9.69 , 9.96,68903,73082,342.93M,N/A,34.28,0.29,N/A ,None
edify acquisition corp units,EACPU,9.95,"9.95,9.95",9.96,4.07 x 1000,None,9.95 , 9.97,9.57 , 10.34,2200,392,N/A,N/A,37.41,0.27,N/A ,None
edify acquisition corp wt,EACPW,0.0301,"0.0311,0.0311",0.5800,0.4900 x 1000,None,0.0101 , 0.0500,0.0101 , 0.0500,13859,N/A,N/A,N/A,N/A,N/A,N/A ,None
eargo inc,EAR,0.5721,"0.5826,0.5826",0.5826,0.5601 x 1300,None,0.5655 , 0.5900,0.5600 , 9.1660,465105,6772062,22.547M,2.06,N/A,-4.4630,N/A ,None
european biotech acquisition corp cl a,EBAC,10.00,"9.99,9.99",10.00,9.99 x 3100,None,9.99 , 10.00,9.66 , 10.50,250,22010,163.986M,N/A,66.67,0.15,N/A ,None
eastside distilling inc,EAST,0.2801,"0.3092,0.3092",0.3092,0.2800 x 3100,None,0.2890 , 0.3099,0.2600 , 3.0500,63478,155392,4.327M,1.77,N/A,-0.7550,N/A ,None
european biotech acquisition corp units,EBACU,10.01,"10.01,10.01",10.01,4.01 x 1800,None,10.01 , 10.01,8.98 , 10.75,62,3021,N/A,N/A,73.07,0.14,N/A ,None
european biotech acquisition corp wt,EBACW,0.1210,"0.1499,0.1499",0.8511,0.7100 x N/A,None,0.1210 , 0.1210,0.1210 , 0.1210,21,N/A,N/A,N/A,N/A,N/A,N/A ,None
ebay inc,EBAY,38.82,"38.06,38.06",39.91,38.88 x 2900,None,38.41 , 40.93,35.92 , 77.00,12926261,5701301,21.326B,1.26,2.10,18.50,0.88 ,2.21
eastern bankshares inc,EBC,18.87,"18.53,18.53",18.44,18.88 x 1400,None,18.26 , 18.99,17.98 , 22.35,914244,677246,3.355B,0.87,16.70,1.13,0.40 ,2.12
ebet inc,EBET,0.9363,"0.9602,0.9602",0.9505,0.9000 x 1000,None,0.9000 , 0.9799,0.7700 , 33.4600,28740,132195,15.4M,N/A,N/A,-2.4270,N/A ,None
ebix inc,EBIX,17.70,"18.12,18.12",17.93,17.70 x 1000,None,17.65 , 18.08,12.50 , 44.42,201394,280385,547.018M,2.62,7.83,2.26,0.30 ,1.55
gx e-commerce etf,EBIZ,14.96,"14.82,14.82",14.66,13.50 x 1100,None,14.66 , 15.20,13.94 , 32.78,4706,16476,43.91M,14.86,N/A,0.37%,None,None
eagle bancorp [mt],EBMT,18.68,"18.69,18.69",18.72,7.48 x 1100,None,18.60 , 18.72,18.26 , 24.74,3268,7317,149.195M,0.55,14.94,1.25,0.55 ,2.88
ebang international holdings cl a,EBON,0.3160,"0.3180,0.3180",0.3085,0.3090 x 1300,None,0.2970 , 0.3200,0.2800 , 2.3800,277300,564690,55.574M,0.68,15.80,0.0200,N/A ,None
enterprise bancorp,EBTC,31.10,"30.55,30.55",30.38,12.28 x 900,None,30.18 , 31.30,28.57 , 46.48,9422,9582,377.165M,0.52,9.15,3.40,0.82 ,2.63
ecb bancorp inc,ECBK,15.90,"15.85,15.85",15.84,6.34 x 1000,None,15.70 , 15.93,13.82 , 15.98,11991,49428,145.886M,N/A,35.33,0.45,N/A ,None
electrocore inc,ECOR,0.3300,"0.2908,0.2908",0.2870,0.3300 x 1400,None,0.2711 , 0.3312,0.2420 , 1.0300,452538,234656,23.488M,0.99,N/A,-0.2680,N/A ,None
pacer emerging markets cash cows 100 etf,ECOW,16.81,"16.71,16.71",16.65,16.80 x 800,None,16.59 , 16.84,16.34 , 26.36,50542,5978,9.85M,16.74,N/A,9.08%,None,None
encore capital group,ECPG,46.06,"49.25,49.25",46.59,46.05 x 900,None,44.06 , 46.91,44.06 , 72.73,724123,310773,1.1B,1.41,3.29,14.01,N/A ,None
edap tms sa adr,EDAP,10.33,"10.27,10.27",10.30,10.11 x 900,None,10.02 , 10.50,5.00 , 10.57,187741,75110,373.381M,1.21,147.57,0.07,N/A ,None
edible garden ag incorporated,EDBL,0.5199,"0.5508,0.5508",0.5200,0.5200 x 900,None,0.5000 , 0.5397,0.4900 , 3.0000,46901,317118,4.5M,N/A,N/A,-1.5440,N/A ,None
edible garden ag incorporated wt,EDBLW,0.0320,"0.0320,0.0320",0.0301,0.0300 x 1000,None,0.0300 , 0.0320,0.0300 , 0.0320,4975,N/A,N/A,N/A,N/A,N/A,N/A ,None
editas medicine,EDIT,11.67,"12.89,12.89",12.54,11.69 x 3100,None,11.56 , 12.57,9.59 , 42.11,1576068,1540046,802.163M,2.02,N/A,-2.73,N/A ,None
endurance acquisition corp cl a,EDNC,8.29,"8.29,8.29",9.83,0.00 x 800,None,8.29 , 9.98,8.27 , 10.89,112129,351591,207.25M,N/A,N/A,N/A,N/A ,None
endurance acquisition corp,EDNCU,8.73,"8.73,8.73",8.73,0.00 x 1100,None,8.73 , 8.73,8.73 , 10.85,100,380,N/A,N/A,N/A,N/A,N/A ,None
endurance acquisition corp wt,EDNCW,0.2000,"0.2000,0.2000",N/A,N/A x N/A,None,0.2000 , 0.2050,0.2000 , 0.2050,15000,N/A,N/A,N/A,N/A,N/A,N/A ,None
gx telemedicine & digital health etf,EDOC,11.22,"11.40,11.40",11.24,11.18 x 1000,None,11.15 , 11.29,10.61 , 18.80,16079,23496,151.42M,11.44,N/A,0.22%,None,None
eurodry ltd,EDRY,13.95,"13.73,13.73",13.76,13.70 x 1100,None,13.53 , 13.95,12.71 , 44.99,8550,40560,40.971M,0.52,0.81,17.27,N/A ,None
edesa biotech inc,EDSA,0.9999,"1.0000,1.0000",1.0000,0.9700 x 1000,None,0.9758 , 1.0199,0.9000 , 8.6800,25074,207560,15.461M,1.80,N/A,-1.1250,N/A ,None
skillful craftsman education technology ltd,EDTK,0.9948,"0.9997,0.9997",0.9600,0.9210 x 1000,None,0.9600 , 1.0531,0.7700 , 1.8300,9354,50745,15.61M,-0.29,N/A,-0.0760,N/A ,None
edtechx holdings acquisition corp ii cl a,EDTX,10.31,"10.31,10.31",10.29,10.31 x 800,None,10.28 , 10.33,9.96 , 10.99,49206,6371,53.398M,N/A,27.86,0.37,N/A ,None
edtechx holdings acquisition corp ii wt,EDTXW,0.0300,"0.0300,0.0300",0.5599,0.0000 x 1100,None,0.0091 , 0.0300,0.0091 , 0.0300,77300,N/A,N/A,N/A,N/A,N/A,N/A ,None
educational dev cp,EDUC,2.3100,"2.3900,2.3900",2.3600,2.0000 x 1000,None,2.2601 , 2.4100,2.0000 , 10.0000,3374,13867,20.063M,0.96,8.25,0.2800,0.40 ,16.33
gx education etf,EDUT,6.75,"6.77,6.77",6.68,5.00 x 1400,None,6.68 , 6.84,5.80 , 10.48,1820,1182,2.79M,6.74,N/A,0.34%,None,None
euronet worldwide,EEFT,79.07,"81.78,81.78",80.54,31.92 x 800,None,77.26 , 80.89,71.60 , 149.92,496629,390728,3.92B,1.35,30.30,2.61,N/A ,None
epicquest education group intl ltd,EEIQ,1.5500,"1.4100,1.4100",1.7000,1.5500 x 800,None,1.3500 , 1.7000,0.8000 , 4.4380,16688,14764,17.849M,N/A,N/A,-0.3090,N/A ,None
emrg mkts asia ishares msci etf,EEMA,55.71,"55.37,55.37",55.08,40.00 x 900,None,54.97 , 55.89,53.34 , 87.92,43885,92512,445.34M,55.62,N/A,3.49%,None,None
gx msci superdividend eafe etf,EFAS,11.68,"11.73,11.73",11.66,9.47 x 1800,None,11.66 , 11.68,11.01 , 16.38,659,1440,8.04M,12.05,N/A,8.08%,None,None
